,pdbid,smiles
7000,4zsq,[C@H]1(C[C@H]2[C@]3(CC1)COC[C@H]2S[C+](=[NH2])N3)NC(=O)c1cccc(c1)Cl
7382,3lok,CCC(=O)Nc1cc2c(cc1)[n]c[n]c2Nc1cc(ccc1)Br
11670,1jak,[NH2+]1[C@@H]([C@H]([C@H]([C@@H](CO)C1)O)O)NC(=O)C
6359,1gzc,[C@@H]1([C@@H]([C@H]([C@H]([C@@H](CO)O1)O)O)O)O[C@H]1[C@@H]([C@H]([C@H](O)O[C@@H]1CO)O)O
9761,1bnw,c1(S(=O)(=O)N)ccc(s1)S(=O)(=O)NCc1cccs1
7755,4k3k,CC(C)CCC(=O)N[C@H]([C-](=O)=O)Cc1ccccc1
959,2y7k,[C-](=O)(=O)c1c(cccc1)O
6716,3a4p,CNC(=O)/C=C/c1cc2cc(ccc2[n]c1)O[C@H](C)c1c(Cl)c(F)ccc1Cl
8829,3kba,Cc1ccccc1CN([C@H]1CCN(C1)S(=O)(=O)C)c1ccc(C#N)c(Cl)c1
8739,2glm,COCCN1C(=O)/C(=C\c2ccc(o2)c2ccc(Cl)c(c2)[C-](=O)=O)/S/C/1=N\c1ccccc1
10995,3f68,C([C@@H](NC(=O)C)C(=O)N1CCC[C@H]1C(=O)NCc1cc(ccc1)Cl)C1CCCCC1
7085,4yoi,c1(N(C(=O)Cn2c3ccccc3nn2)Cc2cscc2)ccc(NC(=O)c2cccs2)cc1
4409,4lm5,c1cccc(c1O)c1[n]c(c2c([n]1)cccc2)NCCC[NH3+]
787,3pjc,c1(c([n]c(N2CCC(=O)CC2)[n]c1)C1=C(C(=O)NC1=O)c1c[nH]c2c1cccc2)C(F)(F)F
9307,1n51,O[C@H](C(=O)N1[C@H](C(=O)N2[C@H](C(=O)N[C@H](C(=O)N)C)CCC2)CCC1)[C@@H](Cc1ccccc1)[NH3+]
4031,4bo3,NS(=O)(=O)c1c(Nc2cc(C(F)(F)F)ccc2)[n]ccc1
5061,2qiq,O=C(OC(C)(C)C)N[C@@H](CO)C(=O)N[C@@H](C(C)C)C(=O)C[C@@H](CC=C(C)C)C(=O)N[C@H](CCC(=O)OCC)C[C@@H]1CCNC1=O
6548,2ybs,[C-](=O)(=O)[C@H](CC[C-](=O)=O)O
7396,3d45,P(=O)(=O)OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cn(c2c(=O)[nH][c+](=[NH2])[nH]c12)C
444,1kti,[C@@H]1([C@H](O)[C@@H](O)[C@H](O)[C@H](O1)CO)NC(=O)NC(=O)C
5277,2x2l,c1cc(OC)ccc1/C=C\1/c2cc(ccc2NC1=O)N
4102,4ii9,N([C@H](C(=O)N[C@@H]([C-](=O)=O)CCC(=O)N[C@H](C(=O)N[C@H](C)C(=O)N[C@H](C)[C-](=O)=O)CSCCc1cn([C@@H]2[C@@H]([C@@H](COP(=O)(=O)O[C@@H]3[C@@H](COP(=O)(=O)O[C@@H]4[C@@H](COP(=O)=O)O[C@H]([C@@H]4O)n4c(=O)[nH]c(=N)cc4)O[C@H]([C@@H]3O)n3c(=O)[nH]c(=N)cc3)O[C@H]2n2c3c(nc2)c(ncn3)N)O)nn1)C)C(=O)[C@@H](C)O[C@@H]1[C@H]([C@@H](OP(=O)(=O)OP(=O)(=O)OC[C@@H]2[C@H]([C@H]([C@H](n3c(=O)[nH]c(=O)cc3)O2)O)O)O[C@@H]([C@H]1O)CO)NC(=O)C
4044,4brx,C1COCCN1c1cc(OC)c(cc1)Nc1[n]c(Nc2ccccc2C(=O)NC)[n]c[n]1
7198,4tk5,c1ccc(c2c1C(=O)NC2)NC(=O)C[N@@H+]1CCN(CC1)C(=O)[C@@H]1[C@H]([C@@H]([C@@H](O1)n1c2c(nc1)c([n]c[n]2)N)O)O
3755,2c4w,O=S(=O)(Nc1[nH]nnn1)c1cc2c(cc1)oc1ccccc1c2=O
1735,1g9c,c1(ccc2c(c1)nc(Cc1nc3ccc(cc3[nH]1)[C+](=[NH2])=[NH2])[nH]2)[C+](=[NH2])=[NH2]
7663,4ctj,[C-](=O)(=O)c1ccc2occc2c1
1472,3t19,c1(ccc2n(nnc2c1Oc1cc(Cl)cc(c1Cl)C[NH3+])Cc1[nH]nc2c1ccc[n]2)Cl
310,1yvx,N(C(C)C)(C(=O)c1ccc(cc1)C)c1c(sc(c1)c1ccccc1)[C-](=O)=O
7797,3p2h,C1(=O)C=C(CCC1)NC(=O)CCCCCCC
1018,3kqc,c1ccc(c(c1)c1ccc(cc1)N1C(=O)c2c(c(C(F)(F)F)nn2c2cccc(c2)c2n[nH]c(=O)[nH]2)CC1)S(=O)(=O)C
8406,4od0,FC(F)(F)Oc1ccc(cc1)NC(=O)NC1CCN(CC1)C(=O)CC
3855,2esm,O=S(=O)(N1CC[NH2+]CCC1)c1cccc2c1cc[n]c2
5924,4n3w,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CCCCNC(=O)C)C(=O)N[C@H]([C-](=O)=O)C(C)C)CCC[NH]=[C+](=[NH2])=[NH2])Cc1nc[nH]c1)CCC[NH]=[C+](=[NH2])=[NH2]
37,3iad,c1(cc(ccc1)N(=O)=O)c1c(c(ccc1OC)Cc1ccc(cc1)NC(=O)N)F
6635,2ohm,Nc1[n]cccc1NCc1ccccc1
11793,4exs,O=C([C@@H](CS)C)N1[C@H]([C-](=O)=O)CCC1
2858,1dkd,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N2[C@H]([C-](=O)=O)CCC2)Cc2[nH]cnc2)CC(C)C)Cc2ccccc2)Cc2c[nH]c3c2cccc3)CCC1)[C@H](O)C)[C@H](O)C)CCSC)Cc1c[nH]c2c1cccc2
2842,1d6s,N(=C\c1c(c(ncc1CO[P](=O)(=O)=O)C)O)/[C@H]([C-](=O)=O)CCSC
6655,2cgw,Nc1nonc1c1nc(nn1CCC)c1nonc1N
11693,1ajx,N1(C(=O)N([C@@H]([C@@H]([C@H]([C@H]1COc1ccccc1)O)O)COc1ccccc1)Cc1ccccc1)Cc1ccccc1
1639,2uw4,Cc1n[nH]cc1c1ccc(CC[NH3+])cc1
9561,4i9h,c1(c(cc(c(c1)Cl)OC[C@H]([C@H]([C@@H]([C@@H](COc1cc(cc(c1)F)c1ccc(c[n]1)[C-](=O)=O)O)O)O)O)OC)NC(=O)CSc1ccc(c[n]1)[C-](=O)=O
5326,1y91,[NH3+][C@H]1CC[C@@H](CC1)NC1CC(N2C([N]1)C(=CN2)C(C)C)Nc1ccc(S(=O)(=O)N(C)C)cc1
9187,3ewz,O=[P](=O)(=O)OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1c(=O)[nH]c(=O)c(c1)C#N
7509,4uil,O[C@@H]([C@H]1[N@H+]2CC[C@H]([C@H](C2)C=C)C1)c1cc[n]c2c1cc(cc2)OC
6321,2wfj,N1(C)[C@H](C(=O)N[C@H](C(=O)N(CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C1=O)C)C(C)C)C)CC)[C@H](O)[C@H](C)C/C=C/C
4379,3pty,[C@@H]1(OCCCCCCCC)[C@@H](O)[C@H](O)[C@H](O1)CO
4720,4hwr,O=C([C@H]([C@@H](C)O)[NH3+])NS(=O)(=O)c1cccc(c1)c1cc2cn[nH]c2cc1
11340,4l2l,c1ccccc1Cc1ccc(cc1)c1nc(N)sc1
4152,3dz6,[NH3+]OCCCC[N@H+](C)C[C@H]1O[C@@H](n2c3[n]c[n]c(N)c3nc2C=C)[C@H](O)[C@@H]1O
10637,2ewa,O=[S@@](C)c1ccc(cc1)c1nc(c2cc[n]cc2)c([nH]1)c1ccc(cc1)F
2974,3sjo,C(=O)(C[C@@H](Cc1ccc(cc1)F)C(=O)N[C@@H](C[C@H]1[C@H]([NH2+]CC1)O)CCC(=O)OCC)[C@@H](NC(=O)c1cc(on1)C)C(C)C
693,1fls,c1(c(cccc1C)C(=O)NO)N(S(=O)(=O)c1ccc(cc1)OC)Cc1c[n]ccc1
8564,4qp7,[nH]1c2c(cc1)[n]c(c[n]2)c1cn[nH]c1
5276,2x2k,Cc1cc(C)[nH]c1/C=C\1/c2cc(N)ccc2NC1=O
8183,2emt,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N2[C@H](C(=O)O)CCC2)CO)Cc2ccc(cc2)O)CC(=O)N)CCC[NH]=[C+](=[NH2])=[NH2])C(C)C)CCC1)Cc1ccc(cc1)O)CCSC)Cc1[nH]cnc1)[C@H](O)C)CCCC[NH3+])C)CO)C)CCC[NH]=[C+](=[NH2])=[NH2]
11653,3bvb,Nc1ccc(cc1)S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@@H](NC(=O)O[C@H]1CO[C@H]2OCC[C@@H]12)Cc1ccccc1
3786,3iny,[nH]1ccc2c(=O)[nH][c+](=[NH2])[nH]c12
5514,1eb1,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1[C@H](C(=O)N[C@H](C(=O)N2[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H]([C-](=O)=O)Cc3ccccc3)C)CC[C-](=O)=O)CC[C-](=O)=O)CCC2)[C@H](CC)C)CCC1)CC[C-](=O)=O)Cc1ccc(cc1)O)C[C-](=O)=O
8907,2y1g,Clc1ccc(cc1Cl)[C@@H]([P](=O)(=O)=O)CCN(O)C(=O)C
2677,1awh,C1C[C@H]([C@]([C@@H]2CC=C3[C@@H]([C@@]12C)CC[C@@]1([C@@]3(C[C@@H]([C@H]1[C@@H](CC(=O)C=C(C)C)CO)O)C)C)([C-](=O)=O)C)OC(=O)C
8486,1m5b,O=[C-](=O)[C@@H]([NH3+])Cc1c(o[nH]c1=O)c1nn(nn1)C
7147,4o42,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CCCC[NH+](C)C)C(=O)N[C@H]([C-](=O)=O)C(C)C)CO)CCC[NH]=[C+](=[NH2])=[NH2])C)[C@H](O)C)CCC[NH]=[C+](=[NH2])=[NH2]
5996,4h38,O=[P](=O)(=O)c1cc(Br)ccc1OCc1cc(ccc1)OCCCCCCCC
11633,2o0u,C1c2c(CN(C(=O)CC[NH+]3CCCCC3)C1)sc(c2C#N)NC(=O)c1cccc2c1cccc2
6798,1ybg,c1(cc2c(cc1)cccc2)S(=O)(=O)Nc1ccc(cc1C(=O)N(C)[C@H]([C-](=O)=O)C[C-](=O)=O)OS(=O)(=O)c1cc2c(cccc2)cc1
2995,2p8h,c1c(ccc(c1)F)[C@H](NC(=O)c1cc(cc(c1)N(S(=O)(=O)C)C)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)[C@@H]1[NH2+]C(N(C1=O)C)(C)C)C
5715,1w2x,C1COCCN1C(=O)[C@H]1C[N@H+](CCC1)C1CCN(CC1)C(=O)c1c2ccccc2cc2c1cccc2
6895,4ms0,Nc1cc(Cl)[n]c(N)[n]1
10247,3zj6,C1(CCCCC1)C[NH2+][C@H]1[C@@H]([C@H]([C@@H]([C@H]1CO)O)O)O
9671,2oxy,Brc1c(Br)c(c(c2c1[nH]cn2)Br)Br
801,4lwv,C1(=O)[C@]2(c3c(cc(Cl)s3)N1)[C@H](CC(C)(C)C)[NH2+][C@H]([C@@H]2c1cccc(c1F)Cl)C(=O)Nc1ccc(cc1OC)C(=O)N
8637,5afk,O=C(Nc1ccc(F)cc1F)N1CCCC1
45,3if7,CCCCCCCCCC/C=C/[C@@H](O)[C@@H]([NH3+])COP(=O)(=O)OCC[N+](C)(C)C
8150,2b17,c1c(Cl)c(c(Cl)cc1)Nc1c(cccc1)C[C-](=O)=O
6462,2nnp,O=C(c1[n]c2c(cc1)cccc2)N[C@H](C(=O)N[C@H]([C@H](O)C[N@H+]1[C@H](C(=O)NC(C)(C)C)C[C@@H]2CCCC[C@@H]2C1)Cc1ccccc1)CC(=O)N
5855,3nlb,C1C[C@@H](NC(=O)c2c(c3nc4c([nH]3)ccc(c4)C(C)C)n[nH]c2C)CC[N+]1C
1433,2bgr,[NH3+][C@H](C(=O)N[C@H](C(=O)N1[C@H](C=O)CCC1)C[C-](=O)=O)CCSC
5405,3b95,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@@H](CCCC[NH+](C)C)C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)NC[C-](=O)=O)[C@H](O)C)CO)C)C
4361,3pn3,C(=O)N(O)C[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C
1857,4mnx,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N)CCCC[NH3+])CS)Cc1c[nH]c2c1cccc2)CCC[NH]=[C+](=[NH2])=[NH2])CC(=O)N)CC[C-](=O)=O)CS)CCC[NH]=[C+](=[NH2])=[NH2])C[C-](=O)=O)CO)CS)CC(C)C
3304,1h3h,[NH3+][C@H](C(=O)N1[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N2[C@H](C(=O)N[C@H]([C-](=O)=O)C)CCC2)CCCC[NH3+])[C@H](O)C)CO)CCC[NH]=[C+](=[NH2])=[NH2])C[C-](=O)=O)[C@H](CC)C)CO)CCC1)C
7455,4b4g,c1ccccc1CN1C(=N)[C@H](C(=O)NC1=O)N(C)S(=O)(=O)CCCC
11330,4q7p,S=c1c(C)cccn1O
7956,3tpu,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H]([C-](=O)=O)[C@H](CC)C)C[C-](=O)=O)Cc2ccccc2)Cc2c[nH]c3c2cccc3)Cc2ccccc2)CCC1)CO)CC(C)C)Cc1ccccc1
5161,4eh8,c1ccccc1COc1cc(ccc1)CO
4189,3vrt,OCCC[C@@H](C)[C@@H]1[C@@]2(C)CCC/C(=C\C=C/3\C[C@H](C(=C)[C@@H](C3)O)O)/[C@@H]2CC1
8109,4fak,[NH3+][C@H]([C-](=O)=O)CC[S@](C)C[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c(N)[n]c[n]c12
8979,4u0s,[P](=O)(=O)(=O)OP(=O)(=O)OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c(N)ncnc12
69,4k5n,O=[P](=O)(=O)[C@@H]([NH3+])c1ccc(cc1)[NH]=[C+](=[NH2])=[NH2]
5867,3nrz,n1c[nH]c2c(c1=O)[nH]cn2
332,4ehm,Cc1c2Oc3c([C-](=O)=O)cc(OC)c(C)c3OC(=O)c2c(C)cc1O
10287,2jke,C1[C@H](O)[C@@H](O)[C@H](O)[C@H]([NH2+]1)CO
8793,4amx,O1C[C@H](O)[C@@H](O)[C@H](O)[C@@]1(F)CO
2424,4ayw,[P](=O)(=O)(=O)NP(=O)(=O)OP(=O)(=O)OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c(N)ncnc12
6344,1gu3,[C@H]1([C@H]([C@@H]([C@@H](CO)O[C@H]1O)O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O)O)O)O)O)O)O)O)O
6351,1gwq,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H]([C-](=O)=O)C)CCC(=O)N)CC(C)C)CC(C)C)CCC[NH]=[C+](=[NH2])=[NH2])Cc1[nH]cnc1)CC(C)C)[C@H](CC)C)C
6427,3s7m,CN1C(=O)[C@](N[C+]1=[NH2])(c1cccc(c1)c1ccc[n]c1)c1ccsc1
7015,4zy4,c12c(ccs1)[n]c([n]c2Nc1cc(C2CC2)[nH]n1)N1CCC(CC1)[NH3+]
2228,5ddb,c12c(c([n]c[n]1)N1CCN(CC1)c1sc(nn1)C(F)F)cc(CC(F)(F)F)s2
10108,4o97,N(C(=O)c1cc(OCc2cccc([C+](=[NH2])=[NH2])c2)cc(c1)OCc1cc([C+](=[NH2])=[NH2])ccc1)[C@H]1CC[C@@H](CC1)[NH3+]
2159,4l7n,c1cc(S(=O)(=O)N)ccc1[C@H](C)NC(=O)CCc1nc2ccccc2c(=O)[nH]1
5980,4abk,n1cnc2c(c1N)ncn2[C@H]1[C@H](O)[C@H](O)[C@H](O1)COP(=O)(=O)OP(=O)(=O)OC[C@@H]1[C@H]([C@H]([C@@H](O)O1)O)O
6394,1il5,c1(N)c([n]c(N)[n]c1O)O
2334,4e5i,O=[C-](=O)c1c(O)c(=O)nc([nH]1)c1ncn(C)c1
11080,3t70,n1(c(=O)[nH]c(=O)cc1)[C@H]1C[C@H](O)[C@H](O1)C[N@H+](C(c1ccccc1)c1ccccc1)C
5949,4nah,CCc1cc([n]c([C@H]2CCCC[C@@H]2C(=O)NCc2ccc(c(c2)Cl)Cl)[n]1)Sc1[nH]c(cn1)[C-](=O)=O
8915,2y2k,Fc1cccc(F)c1C(=O)NCB(O)O
10395,3cct,n1(c(c2ccc(cc2)F)c(c(c1C(C)C)C(=O)Nc1ccccc1O)c1ccccc1)CC[C@H](C[C@H](C[C-](=O)=O)O)O
5770,1ad8,C[NH2+][C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1c[nH]c2c1cccc2)[C@H](O)C(F)(F)C(F)(F)F)Cc1ccccc1
4456,4rh5,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1[C@H](C(=O)N[C@H]([C-](=O)=O)CO)CCC1)Cc1ccc(cc1)O[P](=O)(=O)=O)C)CO)Cc1ccccc1
3775,3il5,S(=O)(=O)(N(CC)CC)c1c(Br)ccc(C(=O)Nc2ccccc2[C-](=O)=O)c1
3751,2c3k,COc1cc(ccc1O)c1cc2c(cc1)c(n[nH]2)c1[nH]c2ccccc2n1
1128,3v8t,CCC(CC)(O)c1cc2c(cc1)cc([nH]2)c1[nH]nc2cc(sc12)C(F)F
313,1yw7,c1ccc(cc1)S(=O)(=O)Nc1ccc(cc1[C-](=O)=O)C
3234,2wo9,CC(=O)c1ccc(cc1)c1ccc(cc1)CC[C@H](O)C[C-](=O)=O
11792,4ew3,O=[C-](=O)CC[C@@H]([C-](=O)=O)NC(=O)c1ccc(cc1)[C@H](SC)CCC[C@H]1C(=O)N[C+](=[NH2])N[C+]1=[NH2]
729,3u4w,C1(=O)CCC(=O)N[C@H]([C-](=O)=O)CCNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](N1)CC1CCCCC1)Cc1ccccc1)CCCNC(=O)c1[n]cc[n]c1
2606,3ap7,[C@@H]1([C@@H]([C@H]([C@H]([C@@H](CO)O1)O)O[C@]1([C-](=O)=O)C[C@@H]([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O1)NC(=O)C)O)O)O[C@H]1[C@@H]([C@H]([C@H](O)O[C@@H]1CO)O)O
10572,3si3,[NH3+][C@@H](C(=O)N1[C@H](C(=O)NCc2cccc[n]2)CCC1)Cc1ccccc1
11712,2ce9,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1[C@H](C(=O)N[C@H]([C-](=O)=O)Cc2c[nH]c3c2cccc3)CCC1)CCC[NH]=[C+](=[NH2])=[NH2])Cc1c[nH]c2c1cccc2)CCSC
3226,2wl5,n1cnc2c(c1N)ncn2[C@H]1[C@H](O)[C@H](O[P](=O)(=O)=O)[C@H](O1)COP(=O)(=O)OP(=O)(=O)OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCS
2465,5alw,Cc1ccc(cc1)SCC(=O)c1ccc2c(c1)CC(=O)N2
3176,1y2h,O=C(OCC)c1c(C)n(nc1C)c1c(Cl)cccc1
4814,3sw2,c1cc(cc2ccc(cc12)Cl)S(=O)(=O)N[C@@H]1C(=O)N(CCC1)CC(=O)N1C[C@@H]2c3cccc(=O)n3C[C@@H](C2)C1
6475,1xmy,c1(cc(c(cc1)OC)OC1CCCC1)[C@H]1CC(=O)NC1
9490,1f3e,[nH]1c(=O)c2c(cc(cc2c(=O)[nH]1)N)N
4346,4mcd,c1ccc(c2csc3c2c(=O)[nH]cn3)cc1
6315,2wf0,c12cc(cc(c1[n]ccc2CC)N1C(=O)CCC1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C[NH2+]Cc1cccc(c1)C(F)(F)F
6436,3sdg,O=C(CCC(F)(F)F)N1CCC(CC1)c1nc(no1)c1sccn1
6273,4kil,Fc1ccc(cc1)c1cc2[n]c(O)c(cc2cc1)O
6289,4knb,Fc1ccc(Cl)c(c1Cl)[C@@H](C)Oc1c2occ(c2c[n]c1N)c1cn(nc1)C1CC[NH2+]CC1
6582,5aok,c1(nc(c(o1)n1cccc1)c1nnn[nH]1)C1CC1
3501,4qvx,n1c([C-](=O)=O)c(CCCOc2c(cc(C#CC[NH+](C)C)cc2)F)sc1N1Cc2c(cccc2CC1)C(=O)Nc1nc2ccccc2s1
227,4rxh,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H]([C-](=O)=O)C(C)C)CCCC[NH3+])CCC[NH]=[C+](=[NH2])=[NH2])CCCC[NH3+])CCCC[NH3+]
2602,3rmf,n1c(N)c(C(=O)c2ccc3c(c2)cccc3)sc1Nc1ccc(cc1)S(=O)(=O)N
1917,4c71,N#N=NCCCCC1=C(O)[C@@](SC1=O)(C)/C=C(\C)/C=C
9458,2rd6,c12c(cccc1[nH]c([C@]1(CCC[NH2+]1)C)n2)C(=O)N
7914,4z7s,c1c(ccc(c1)[C+](=[NH2])=[NH2])C(=O)NCCC(=O)N[C@H](C(=O)N[C@@H](c1ccccc1)[C-](=O)=O)C[C-](=O)=O
7740,4jxw,c1cc([C-](=O)=O)ccc1CCCNS(=O)(=O)c1ccsc1[C-](=O)=O
7195,4tk2,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1[C@H]([C-](=O)=O)CCC1)Cc1ccc(cc1)O)[C@H](O)C)[C@H](O)C)C(C)C)[C@H](CC)C)CC(=O)N)Cc1ccccc1
235,4s3f,O=[P](=O)(=O)OP(=O)(=O)OCCC#C
7894,4cft,Fc1cccc(c1)CC[NH2+]CCc1ccc2c(c1)[n]c(cc2)N
9803,1ugx,[C@@H]1([C@@H]([C@H]([C@H]([C@@H](CO)O1)O)O)O)O[C@@H]1[C@H]([C@H](O[C@H](CO)[C@@H]1O)OC)NC(=O)C
982,3fi2,O[C@@H](Nc1ccccc1)[NH2+][C@H]1CN(c2cccc(C(=O)Nc3cc(OC)c(c(OC)c3)OC)c2)[NH2+]C1
940,2y4m,Nc1[nH]c(=O)c2c([nH]1)n(cn2)[C@H]1[C@H](O)[C@H](O)[C@H](O1)COP(=O)(=O)OP(=O)(=O)O[C@H]1O[C@H](CO)[C@H]([C@@H]([C@@H]1O)O)O
6692,3l5d,[C@@]1(N[C+](=[NH2])N(C1=O)Cc1ccc(cc1)CNC(=O)NCCCC)(C)CC(C)C
2496,2ym6,[n]1c[n]c2c(c1N1CCO[C@H](C[NH3+])C1)c1cc[n]cc1[nH]2
7310,4pz8,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H]([C-](=O)=O)CO)CC(=O)N)Cc1c[nH]c2c1cccc2)C
4656,3zp9,[ClH][Ir@@]1(N2C(C[NH]1S(=O)(=O)c1ccccc1)CC(CC2)c1ccc(cc1)S(=O)(=O)N)[CH]1(C(=C(C)C(=C1C)C)C)C
11331,4q7s,S=c1cc(C)ccn1O
726,3u4o,c1cc(cc2c(c([C-](=O)=O)n(c12)Cc1cc[n]c(c1)N)[C@@H]1C=CC=NC1=O)Cl
6073,3ej1,n1cc(c2cccnn12)c1cc[n]c([n]1)NC1CC1
10231,3u7k,C(=O)([C@@H](NC(=O)Nc1ccccc1OC)C(C)(C)C)N(CC(=O)NO)CC1CCCC1
1121,3v66,COc1c(OC)cccc1[C@@H]1c2c(n3c([C@H](O1)CC(=O)N1CC[C@@H](CC1)C[C-](=O)=O)ccc3)ccc(c2)Cl
5148,4eg4,[NH3+][C@H]([C-](=O)=O)CCSC
11136,3hl8,Clc1ccc2c(c1)sc(n2)N1C(=O)CC(=N1)C(C)(C)C
8619,3fc1,Fc1ccc(Sc2ccc3[C@H](c4c(Cl)cccc4Cl)C(=O)N=Cn3[nH]2)c(F)c1
3553,4cjn,N#Cc1ccc(cc1)/C=C/c1n(c2cccc(c2)[C-](=O)=O)c(=O)c2c(n1)cccc2
11755,1laf,[NH3+][C@H]([C-](=O)=O)CCC[NH]=[C+](=[NH2])=[NH2]
2144,4i73,O=c1[nH]cnc2c1scc2C[N@@H+]1[C@H](CO)[C@@H](O)[C@@H](O)C1
10151,2pyy,[NH3+][C@H]([C-](=O)=O)CC[C-](=O)=O
6691,3l5c,[C@@]1(N[C+](=[NH2])N(C1=O)Cc1ccc(cc1)CNC(=O)Nc1ccc(cc1)C#N)(C)CC(C)C
11806,3pck,n1(cc(ccc1=O)[C-](=O)=O)O
7827,2kvm,[NH3+][C@H](C(=O)N1[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CCCC[NH+](C)C)C(=O)N[C@H](C(=O)N[C@H](C(=O)N2[C@H]([C-](=O)=O)CCC2)C)CO)CCC[NH]=[C+](=[NH2])=[NH2])C)C)CCCC[NH3+])[C@H](O)C)C)CC(C)C)CCC(=O)N)CCCC[NH3+])CCC[NH]=[C+](=[NH2])=[NH2])CCC1)C
628,4his,O=[C-](=O)c1ccc2nc(oc2c1)c1cc(cc(c1)Cl)Cl
4131,1zsr,O=C(OC(C)(C)C)N[C@H]([C@@H](O)C[NH2+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N)Cc1ccccc1)CC[C-](=O)=O)Cc1ccccc1)Cc1ccccc1
3797,4prj,c1cc(cc(c1)C#N)Cn1cc(cn1)NC(=O)c1c2ccc(cc2[nH]n1)c1c[nH]nc1
1286,3s1h,c1(ccc(cc1)[C@@H](O)c1sc(nc1N)Nc1ccc(S(=O)(=O)N)cc1)OC
